timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-04-23T18:39:15,codecarbon,d825e377-8b81-4f7e-9a6f-cac21c04f569,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,35.675480899983086,0.000594975630985573,1.6677438284675093e-05,12.593191799816179,95.70297269435099,20.58823529411765,6.474736166570901e-05,0.0009139943423059904,0.00010561095833351523,0.001084352662305215,0.0,Australia,AUS,new south wales,,,Windows-10-10.0.26200-SP0,3.11.7,3.2.6,32,13th Gen Intel(R) Core(TM) i9-13900K,1,1 x NVIDIA GeForce RTX 4060 Ti,151.1919,-33.887,63.76764678955078,machine,0.0,80.18181818181819,45.84848484848486,29.237127361875594,N,1.0,0.0
